id,date,duration,progress,class,campus,internet,first,today,spend,num_crse_reported_pay,num_crse_reported,num_crse_details_pay,num_crse_details,num_crse_pay,num_crse,spend_per_crse_pay,spend_per_crse,pct_crse_pay,campus_bryan,campus_dist,campus_ftw,campus_steph,campus_waco,electronics_desktop,electronics_laptop,electronics_smartphone,electronics_tablet,sources_campus_bookstore,sources_different_edition,sources_from_instructor,sources_online,sources_other,sources_sharing_/_borrowing,why_cost,why_course_changes,why_delayed_order,why_didn't_know_what_materials_are_required,why_didn't_think_i_would_need_them_on_the_first_day,why_other_(please_specify),why_waiting_for_scholarships/financial_aid
r_369yuggbvd6d5gx,2024-01-23 22:16:31,115,100,3_jr,dist,1_yes_internet,2_most_first,3_all_today,56,2,2,,2,2,2,28,28,100,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
r_36grlhfesfgwxqp,2024-01-23 16:14:54,294,100,4_sr,steph,1_yes_internet,1_some_first,2_most_today,180,2,4,,4,2,4,90,45,50,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False
r_36gw01u722jmhog,2024-01-24 09:44:27,470,100,4_sr,steph,1_yes_internet,2_most_first,3_all_today,284,5,7,,7,5,7,57,41,71,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,True,False,False
r_37fbsnucdbfuyvo,2024-01-30 16:02:44,202,48,4_sr,ftw,1_yes_internet,0_none_first,3_all_today,300,3,3,,,3,3,100,100,100,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
r_37rodwkhg2zpa2k,2024-01-31 08:33:19,122,48,4_sr,waco,1_yes_internet,1_some_first,3_all_today,300,4,6,,1,4,6,75,50,67,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
r_38idxd0dhywkkgv,2024-01-23 16:51:42,309,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,705,6,6,,6,6,6,118,118,100,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False
r_38zigfrtmuvbmid,2024-02-04 14:17:30,105,48,4_sr,waco,1_yes_internet,0_none_first,3_all_today,300,3,3,,,3,3,100,100,100,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
r_395i1g5ugiduhtj,2024-01-24 09:11:34,303,100,2_so,steph,1_yes_internet,2_most_first,3_all_today,500,5,5,,5,5,5,100,100,100,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False
r_3aazazdo6s4ie8d,2024-01-30 13:44:11,115,100,1_fr,steph,1_yes_internet,2_most_first,3_all_today,113,1,4,,,1,4,113,28,25,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
r_3akjiibo3eovi1f,2024-01-23 20:28:14,222,100,4_sr,steph,1_yes_internet,2_most_first,3_all_today,200,4,4,,4,4,4,50,50,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
r_3ayfwc3aejmcm9x,2024-01-25 09:52:15,425,100,1_fr,steph,1_yes_internet,0_none_first,2_most_today,394,3,5,,5,3,5,131,79,60,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False
r_3azdvgrrehg09ep,2024-01-25 13:28:55,96,100,1_fr,steph,1_yes_internet,2_most_first,2_most_today,186,1,5,,,1,5,186,37,20,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
r_3b5nghiwhb7wwsg,2024-01-26 13:02:13,1579,100,4_sr,steph,1_yes_internet,0_none_first,2_most_today,501,5,5,,5,5,5,100,100,100,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False
r_3bajl0irliqnott,2024-01-23 17:43:34,326,100,4_sr,steph,1_yes_internet,1_some_first,3_all_today,399,4,5,,5,4,5,100,80,80,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
r_3bdxdoznwvy7tff,2024-01-27 14:48:27,59,100,4_sr,dist,1_yes_internet,3_all_first,3_all_today,121,1,1,,,1,1,121,121,100,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
r_3brak4arsrk132e,2024-02-01 08:46:23,99,48,0_other,steph,1_yes_internet,2_most_first,2_most_today,421,3,3,,,3,3,140,140,100,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
r_3bu4bs2fypcoazj,2024-01-30 15:51:51,89,48,2_so,steph,1_yes_internet,0_none_first,0_none_today,198,3,5,,,3,5,66,40,60,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True
r_3bxeeyg1lubtapd,2024-01-30 16:00:56,33,26,2_so,steph,1_yes_internet,,,,5,7,,,5,7,,,71,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3c7szyy8vgje5l7,2024-01-27 11:49:30,308,100,2_so,dist,1_yes_internet,3_all_first,3_all_today,450,4,6,,6,4,6,112,75,67,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
r_3cclapaoze7girs,2024-01-23 18:55:23,197,100,5_gr,dist,1_yes_internet,2_most_first,3_all_today,51,1,1,,1,1,1,51,51,100,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
r_3cdv7vqxgb4cerd,2024-01-23 15:58:51,126,100,4_sr,dist,1_yes_internet,0_none_first,1_some_today,1198,3,3,,3,3,3,399,399,100,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_3clqdunibsqhlof,2024-01-23 18:51:52,295,100,1_fr,steph,1_yes_internet,1_some_first,1_some_today,501,5,5,,5,5,5,100,100,100,False,False,False,True,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True
r_3cmrua9mksosjcn,2024-01-24 07:53:35,652,100,5_gr,dist,1_yes_internet,3_all_first,3_all_today,635,2,3,,3,2,3,318,212,67,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
r_3cnuzhmyuk1yqqh,2024-01-23 18:08:17,287,100,2_so,steph,0_no_internet,2_most_first,3_all_today,220,2,4,,4,2,4,110,55,50,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
r_3cqidy5zt16e4az,2024-01-26 19:19:16,297,100,3_jr,steph,1_yes_internet,2_most_first,2_most_today,1000,5,5,,5,5,5,200,200,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
r_3cueqojru04tkmm,2024-01-23 16:28:36,161,100,2_so,steph,0_no_internet,0_none_first,2_most_today,450,4,6,,,4,6,112,75,67,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False
r_3cz57joglquywuf,2024-01-23 16:51:16,111,100,4_sr,steph,1_yes_internet,0_none_first,3_all_today,110,3,5,,,3,5,37,22,60,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
r_3d1ejspd0xtteuh,2024-01-23 21:15:20,319,100,4_sr,waco,0_no_internet,2_most_first,3_all_today,758,2,4,,4,2,4,379,190,50,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True
r_3d8prlermbd9jvj,2024-01-24 08:08:49,93,100,3_jr,dist,1_yes_internet,2_most_first,3_all_today,300,4,4,,,4,4,75,75,100,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
r_3dcumnajiqs4omx,2024-01-31 10:27:20,246,48,1_fr,steph,1_yes_internet,0_none_first,2_most_today,161,2,6,,,2,6,80,27,33,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
r_3deihnsmwn0pwms,2024-01-30 18:55:51,56,48,2_so,steph,1_yes_internet,2_most_first,3_all_today,510,5,5,,,5,5,102,102,100,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
r_3die0vwbeiyimgj,2024-01-31 14:43:09,402,48,2_so,steph,1_yes_internet,1_some_first,3_all_today,201,4,4,,2,4,4,50,50,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_3djqz5mjutdxoad,2024-01-25 17:55:57,528,100,2_so,steph,1_yes_internet,1_some_first,3_all_today,201,2,4,,4,2,4,100,50,50,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False
r_3djwofupxmk6bhm,2024-01-23 19:54:05,277,100,3_jr,steph,1_yes_internet,2_most_first,3_all_today,352,5,5,,5,5,5,70,70,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False
r_3dnoigut43oipvq,2024-01-30 20:17:33,96,48,3_jr,dist,1_yes_internet,1_some_first,2_most_today,453,4,4,,,4,4,113,113,100,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
r_3dnvpsszofjcih8,2024-01-31 21:19:44,190,48,3_jr,steph,1_yes_internet,2_most_first,3_all_today,300,2,5,,3,2,5,150,60,40,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_3doithqhdavops1,2024-01-30 18:41:06,157,48,3_jr,steph,1_yes_internet,1_some_first,2_most_today,360,4,5,,,4,5,90,72,80,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False
r_3dovutkbr5n51od,2024-02-01 11:47:35,192,100,1_fr,steph,1_yes_internet,1_some_first,2_most_today,402,4,5,,5,4,5,100,80,80,False,False,False,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False
r_3dpw0jevi8r67ll,2024-01-23 21:00:56,197,100,5_gr,dist,1_yes_internet,2_most_first,3_all_today,183,2,2,,2,2,2,92,92,100,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
r_3dtvaydjjchl1mf,2024-01-30 18:33:34,192,48,4_sr,dist,1_yes_internet,1_some_first,2_most_today,291,4,4,,,4,4,73,73,100,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False
r_3dvsdexi0dqscit,2024-01-25 13:31:15,390,100,4_sr,dist,1_yes_internet,3_all_first,3_all_today,155,1,1,,1,1,1,155,155,100,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
r_3e35myomibuznbd,2024-01-24 11:31:01,212,100,4_sr,dist,1_yes_internet,3_all_first,3_all_today,464,3,3,,3,3,3,155,155,100,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
r_3e5egqkeblz97yp,2024-02-02 08:18:53,58,100,4_sr,steph,1_yes_internet,0_none_first,3_all_today,684,5,5,,,5,5,137,137,100,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_3ebuxjrsekk5azu,2024-01-28 13:44:46,254,100,5_gr,dist,1_yes_internet,2_most_first,3_all_today,298,2,2,,2,2,2,149,149,100,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
r_3eevno9vl3gyjg5,2024-02-03 22:44:47,193166,48,5_gr,waco,0_no_internet,2_most_first,3_all_today,303,3,4,,,3,4,101,76,75,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_3egcabwetdaheeh,2024-02-02 11:01:39,209,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,247,3,5,,,3,5,82,49,60,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
r_3egcvcsnxzolulw,2024-01-25 09:40:31,131,100,4_sr,dist,1_yes_internet,2_most_first,3_all_today,405,3,4,,,3,4,135,101,75,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
r_3ehwnnxjsdzcrm6,2024-02-05 07:03:37,84,48,4_sr,steph,1_yes_internet,0_none_first,1_some_today,298,4,4,,,4,4,74,74,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
r_3eigg4hwzrancyb,2024-01-23 17:03:29,90,100,3_jr,steph,1_yes_internet,1_some_first,2_most_today,405,2,4,,,2,4,202,101,50,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False
r_3epccvyg8xbm1ma,2024-01-25 18:10:18,204,100,5_gr,dist,1_yes_internet,0_none_first,3_all_today,150,3,3,,3,3,3,50,50,100,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
r_3eruwinqpkdk5tx,2024-01-24 10:36:29,48,100,0_hs,dist,1_yes_internet,,,,0,1,,,0,1,,,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3esg5waeeoroqqf,2024-01-30 15:27:40,91,48,4_sr,steph,1_yes_internet,2_most_first,2_most_today,201,2,4,,,2,4,100,50,50,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
r_3esiuwx1ybe2sir,2024-01-24 15:31:57,320,100,1_fr,steph,1_yes_internet,0_none_first,2_most_today,147,1,5,,5,1,5,147,29,20,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
r_3evkqa3k8loeplt,2024-01-30 16:16:39,274,100,1_fr,steph,0_no_internet,0_none_first,3_all_today,300,5,5,,5,5,5,60,60,100,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
r_3ewgxem2cfyjtlm,2024-01-30 11:21:20,82,100,0_hs,dist,1_yes_internet,,,,0,2,,,0,2,,,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3exhgme0bf77n29,2024-01-23 17:25:39,61,100,2_so,steph,1_yes_internet,1_some_first,2_most_today,302,3,7,,,3,7,101,43,43,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
r_3exzwmjmovzfnlz,2024-01-23 15:57:47,231,100,5_gr,dist,1_yes_internet,2_most_first,3_all_today,300,2,2,,2,2,2,150,150,100,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False
r_3f88aufqg4o5yia,2024-01-23 23:59:34,282,100,5_gr,dist,1_yes_internet,0_none_first,3_all_today,127,2,2,,2,2,2,64,64,100,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True
r_3ff1d2ccffl4rqd,2024-01-24 15:31:55,251,100,2_so,steph,1_yes_internet,1_some_first,3_all_today,300,3,4,,4,3,4,100,75,75,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
r_3fkfi2ptihfzst6,2024-01-23 19:33:32,136,100,5_gr,dist,1_yes_internet,0_none_first,3_all_today,186,2,2,,2,2,2,93,93,100,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
r_3frpczik3cqvqac,2024-01-30 15:22:03,60,26,0_hs,dist,1_yes_internet,,,,1,1,,,1,1,,,100,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3fsfwkqglafxlc9,2024-01-25 08:04:13,721,100,3_jr,steph,1_yes_internet,0_none_first,3_all_today,436,4,5,,5,4,5,109,87,80,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False
r_3gbplpkwwbqvyfv,2024-01-23 18:32:09,80,100,4_sr,steph,1_yes_internet,0_none_first,2_most_today,389,4,4,,,4,4,97,97,100,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False
r_3gdwdrhammdqamt,2024-01-31 21:05:20,101,48,5_gr,dist,1_yes_internet,2_most_first,3_all_today,99,2,2,,,2,2,50,50,100,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
r_3gfx98ehvsaoy6u,2024-01-24 23:41:53,290,100,1_fr,steph,1_yes_internet,0_none_first,3_all_today,300,5,5,,5,5,5,60,60,100,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,True,False,False
r_3gkwkynqz5pupkt,2024-01-31 12:46:24,121,48,1_fr,steph,0_no_internet,0_none_first,1_some_today,520,3,5,,,3,5,173,104,60,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False
r_3glxwjke5lu03tw,2024-01-23 20:13:25,67,100,2_so,steph,1_yes_internet,1_some_first,3_all_today,426,6,5,,,6,6,71,71,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
r_3gnvsvvzx3onwrt,2024-01-23 15:47:40,399,100,1_fr,steph,1_yes_internet,1_some_first,2_most_today,290,4,5,,5,4,5,72,58,80,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False
r_3goiai2pg6chspk,2024-01-23 19:35:26,48,100,4_sr,ftw,1_yes_internet,3_all_first,3_all_today,767,5,5,,,5,5,153,153,100,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
r_3grwceewe7mrjmj,2024-01-28 08:45:49,321,100,5_gr,dist,1_yes_internet,1_some_first,3_all_today,155,1,1,,1,1,1,155,155,100,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True
r_3gszw1pjlrngkls,2024-02-01 12:49:12,75,48,3_jr,steph,1_yes_internet,0_none_first,0_none_today,350,4,6,,,4,6,88,58,67,False,False,False,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False
r_3gtr8wpat7s32zw,2024-01-23 22:54:23,180,100,4_sr,steph,1_yes_internet,0_none_first,3_all_today,155,2,4,,4,2,4,78,39,50,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False
r_3h7ccewy3tderig,2024-01-23 19:36:46,98,100,3_jr,steph,0_no_internet,2_most_first,3_all_today,405,3,5,,,3,5,135,81,60,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True
r_3hmh4z44t5rf0dp,2024-01-24 19:31:38,256,100,3_jr,dist,1_yes_internet,0_none_first,2_most_today,150,4,4,,4,4,4,38,38,100,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
r_3hohqnkybtaq0f4,2024-01-25 09:56:49,317,100,3_jr,waco,1_yes_internet,1_some_first,3_all_today,83,3,4,,4,3,4,28,21,75,False,False,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False
r_3hqsu9ftccd88yu,2024-01-24 18:22:54,212,100,5_gr,dist,1_yes_internet,2_most_first,2_most_today,528,3,3,,3,3,3,176,176,100,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
r_3i0iwqeuf5xhqwx,2024-02-01 10:58:32,120,48,1_fr,steph,1_yes_internet,1_some_first,2_most_today,357,3,5,,,3,5,119,71,60,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False
r_3i4akhvmjnp2hu6,2024-01-23 17:21:37,294,100,4_sr,steph,1_yes_internet,3_all_first,3_all_today,657,4,4,,4,4,4,164,164,100,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
r_3i4ghbajqocuphn,2024-01-23 17:30:07,63,100,3_jr,dist,1_yes_internet,,,,0,2,,,0,2,,,0,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3i4w986wkcerw4d,2024-01-23 21:30:53,226,100,5_gr,steph,1_yes_internet,1_some_first,2_most_today,255,3,4,,4,3,4,85,64,75,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False
r_3i64zq62v3jj6kl,2024-01-31 08:53:40,107,56,2_so,steph,1_yes_internet,3_all_first,3_all_today,493,3,4,,1,3,4,164,123,75,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
r_3i6hrazig4wtwq2,2024-01-31 10:39:02,645,56,3_jr,ftw,1_yes_internet,1_some_first,3_all_today,102,3,4,,1,3,4,34,26,75,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_3idrxf3rtfol5ik,2024-01-31 22:07:25,55,48,3_jr,steph,1_yes_internet,2_most_first,2_most_today,169,2,4,,,2,4,84,42,50,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
r_3imcer3i4dke4o6,2024-01-30 20:37:30,54,26,5_gr,waco,1_yes_internet,,,,3,3,,,3,3,,,100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3iqmxsh8mfplut8,2024-02-01 18:18:07,144,100,5_gr,dist,1_yes_internet,3_all_first,3_all_today,70,1,2,,2,1,2,70,35,50,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
r_3ixtj72v4nwnvm7,2024-01-24 10:42:54,58,100,3_jr,ftw,1_yes_internet,2_most_first,3_all_today,209,3,3,,,3,3,70,70,100,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
r_3jczsibjwihpjon,2024-01-24 12:21:58,134,100,4_sr,ftw,1_yes_internet,1_some_first,1_some_today,256,4,4,,,4,4,64,64,100,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
r_3jj75yo60eyopmu,2024-01-23 16:09:34,115,100,4_sr,dist,1_yes_internet,1_some_first,1_some_today,204,3,3,,,3,3,68,68,100,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False
r_3jqorggh1rd0fwc,2024-01-28 21:30:37,171,100,3_jr,dist,1_yes_internet,1_some_first,1_some_today,1008,2,2,,2,2,2,504,504,100,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False
r_3jszlouppfbgivj,2024-01-30 17:08:43,371,26,1_fr,steph,1_yes_internet,,,,5,5,,,5,5,,,100,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3juyxhnrh1qmrx3,2024-01-25 15:00:32,127,100,2_so,steph,1_yes_internet,0_none_first,3_all_today,265,2,5,,,2,5,132,53,40,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,True,False
r_3jv0jk0kb9wzagx,2024-01-25 19:19:00,232,100,2_so,steph,1_yes_internet,0_none_first,0_none_today,501,4,4,,4,4,4,125,125,100,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False
r_3jvmktlyemugs05,2024-01-23 17:00:57,131,100,4_sr,dist,1_yes_internet,0_none_first,2_most_today,453,3,3,,,3,3,151,151,100,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
r_3jvyfebgbjhfpcn,2024-02-02 22:01:14,5675,48,1_fr,steph,1_yes_internet,1_some_first,1_some_today,223,4,8,,1,4,8,56,28,50,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False
r_3jxpls14ujigqlv,2024-01-31 11:29:17,2055,48,4_sr,steph,1_yes_internet,0_none_first,1_some_today,252,7,7,,,7,7,36,36,100,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True
r_3jzdvucvzt76hz7,2024-01-23 21:20:39,172,100,4_sr,steph,1_yes_internet,1_some_first,3_all_today,198,3,4,,4,3,4,66,50,75,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False
r_3kff3zgsi7suqxx,2024-01-24 00:37:07,285,100,4_sr,waco,1_yes_internet,3_all_first,3_all_today,806,4,4,,4,4,4,202,202,100,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_3kgdhelaywd4b9m,2024-01-24 17:51:59,177,100,3_jr,dist,1_yes_internet,2_most_first,3_all_today,299,3,3,,3,3,3,100,100,100,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_3kvbykvyhm8pakg,2024-01-31 10:20:27,75,48,4_sr,steph,1_yes_internet,1_some_first,2_most_today,472,5,5,,,5,5,94,94,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
r_3kvrty7vpimihjv,2024-01-23 19:14:28,421,100,3_jr,steph,1_yes_internet,0_none_first,2_most_today,349,6,6,,6,6,6,58,58,100,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False
r_3l6hhx0whfpyfwv,2024-01-23 21:39:34,301,100,1_fr,steph,0_no_internet,1_some_first,1_some_today,501,6,5,,5,6,6,84,84,100,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False
r_3l6rflsucb8jmyi,2024-01-30 15:34:50,473,81,4_sr,steph,0_no_internet,0_none_first,3_all_today,244,6,5,,5,6,6,41,41,100,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True
r_3lcmocxmcpk3niq,2024-01-24 16:15:25,66,100,1_fr,steph,1_yes_internet,2_most_first,1_some_today,103,2,4,,,2,4,52,26,50,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
r_3lhssca5iknhqsb,2024-01-24 18:53:52,452,100,3_jr,waco,1_yes_internet,0_none_first,3_all_today,188,4,4,,4,4,4,47,47,100,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False
r_3ljk6tw5faewnpz,2024-01-23 19:05:04,192,100,5_gr,dist,1_yes_internet,1_some_first,1_some_today,420,3,5,,5,3,5,140,84,60,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_3llpyqwpzrcqgzl,2024-01-31 09:17:58,86,48,4_sr,steph,1_yes_internet,0_none_first,0_none_today,155,3,4,,,3,4,52,39,75,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False
r_3lm2luwwljx18bl,2024-01-23 15:36:09,245,100,3_jr,dist,1_yes_internet,0_none_first,3_all_today,123,2,2,,2,2,2,62,62,100,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
r_3lywxmliymgi7br,2024-01-30 17:26:41,39,26,3_jr,ftw,0_no_internet,,,,3,3,,,3,3,,,100,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3lzibzkd1hwxgr1,2024-01-30 10:04:31,78,100,4_sr,steph,1_yes_internet,1_some_first,3_all_today,300,4,4,,,4,4,75,75,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_3lzrqpvj5wilgy5,2024-01-24 15:10:00,62,100,5_gr,steph,1_yes_internet,,,,0,2,,,0,2,,,0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_3m2gfeguezie9hf,2024-01-23 18:18:29,357,100,5_gr,dist,1_yes_internet,1_some_first,3_all_today,258,3,3,,3,3,3,86,86,100,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
r_3m5z55gs4yaarpd,2024-01-23 16:15:52,87,100,1_fr,steph,1_yes_internet,1_some_first,1_some_today,300,5,7,,,5,7,60,43,71,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True
